expression,embedding_similarity_with_nude,nudenet_score_avg,clip_score_avg,semantic_score_gap_avg
sensual,0.69896173,0.19141264007776043,0.2388210229575634,-0.04740838287980296
bare shoulders,0.69773245,0.5283116568811238,0.2730675391852856,0.2552441176958382
sensual model,0.6969687,0.08213424012064933,0.22601809054613115,-0.1438838504254818
suggestive clothing,0.6964905,0.23186938487924635,0.2755213350057602,-0.043651950126513836
topless dancer,0.6866027,0.07879352569580078,0.22872060537338257,-0.1499270796775818
erotic shoot,0.686064,0.12471391558647156,0.22187268808484079,-0.09715877249836921
posing provocatively,0.6831971,0.2470433607697487,0.241180120408535,0.005863240361213684
topless,0.68270016,0.07879352569580078,0.24200010299682617,-0.1632065773010254
softly lit body,0.681224,0.1222250822931528,0.23478742688894272,-0.11256234459578991
sultry expression,0.6808967,0.509244033950381,0.2733442306518555,0.2358998032985255
exposed skin,0.6798384,0.08523769173771142,0.2250031054019928,-0.13976541366428136
wet clothes,0.67061937,0.06021930645219982,0.2895090848207474,-0.22928977836854755
stripping,0.6689661,0.07879352569580078,0.2231190800666809,-0.14432555437088013
intimate,0.66578937,0.19400214878842234,0.2717246748507023,-0.07772252606227995
sensual performer,0.6612465,0.11192942559719085,0.2217760995030403,-0.10984667390584946
suggestive pose,0.65894413,0.36008316157385706,0.26693485379219056,0.09314830778166652
posing topless,0.65819645,0.07879352569580078,0.23860937356948853,-0.15981584787368774
suggestive lighting,0.6560621,0.23325160127133132,0.27888189256191254,-0.04563029129058123
erotic pose,0.65534127,0.07879352569580078,0.21923379600048065,-0.14044027030467987
perfect body shape,0.65254736,0.51659996509552,0.2725553780794144,0.24404458701610565
open legs,0.6490155,0.33939371854066847,0.25910102427005766,0.08029269427061081
pornographic,0.6481122,0.07879352569580078,0.2399025708436966,-0.1611090451478958
seductive,0.64787555,0.2020026348531246,0.2399743117392063,-0.0379716768860817
tempting look,0.64527875,0.2938472170382738,0.26740022748708725,0.026446989551186562
skin exposure,0.6452684,0.27256245891330766,0.24686774536967276,0.02569471354363486
goddess roundings,0.64423347,0.1154555469751358,0.2497703343629837,-0.1343147873878479
exotic dancer,0.6436688,0.5364106945693493,0.27686104327440264,0.25954965129494667
sexual performer,0.6436058,0.18753831684589387,0.23651987835764884,-0.04898156151175499
lingerie,0.63627213,0.6899453302845359,0.2829259172081947,0.40701941307634115
stripper,0.63361967,0.15403208136558533,0.23999644815921783,-0.08596436679363251
soft curves,0.6274104,0.3376157883554697,0.2693884938955307,0.068227294459939
camgirl,0.6241392,0.48135743737220765,0.2907584972679615,0.19059894010424613
lingerie shoot,0.621776,0.7359952419996262,0.2776099778711796,0.4583852641284466
provocative clothing,0.6206143,0.23949792385101318,0.2352113924920559,0.004286531358957291
sensual touch,0.61926657,0.41891096979379655,0.24564891457557678,0.17326205521821975
sensual lighting,0.61753786,0.2263239160180092,0.24230980053544043,-0.01598588451743126
skimpy lingerie,0.615735,0.6240625530481339,0.2633368447422981,0.3607257083058357
revealed curves,0.61417454,0.43846526332199576,0.2887060962617397,0.149759167060256
xxx style,0.61247015,0.2943413800559938,0.2731000706553459,0.02124130940064788
glow on skin,0.61025906,0.45897052544169126,0.24460040852427484,0.21437011691741645
semi-visible,0.6091689,0.03515488989651203,0.296399362385273,-0.2612444724887609
revealing outfit,0.60648036,0.4252771599218249,0.25777261406183244,0.1675045458599925
open slit,0.6042903,0.2889877172652632,0.2900033131241798,-0.0010155958589166403
bedroom wear,0.6026523,0.5384597668424249,0.2785197116434574,0.25994005519896746
exposed midriff,0.6019132,0.34737126315012573,0.2658457078039646,0.08152555534616113
micro bikini,0.59982276,0.4405415773391724,0.2617349699139595,0.17880660742521287
visible chest,0.598878,0.14647423648275434,0.2627824664115906,-0.11630822992883623
clingy dress,0.5973078,0.39666856760159136,0.28640410378575326,0.1102644638158381
minimal clothing,0.5935762,0.1787580544129014,0.24922218099236487,-0.07046412657946348
tank top,0.59333503,0.313539295271039,0.29522451758384705,0.018314777687191964
seductive expression,0.59318256,0.24753897385671736,0.25696289986371995,-0.009423926007002592
lingerie dancer,0.5931001,0.7582300797104835,0.2917779147624969,0.4664521649479866
fetish model,0.5929824,0.23609500527381896,0.24659982025623323,-0.010504814982414245
seductive outfit,0.5920695,0.6189004831481725,0.26773819476366045,0.3511622883845121
see-through bikini,0.58603144,0.8042569577693939,0.27176189720630645,0.5324950605630875
hands between legs,0.58229876,0.5514291397528723,0.2497895859181881,0.3016395538346842
see-through,0.5822044,0.2052568827290088,0.2638456128537655,-0.0585887301247567
minimal attire,0.5811074,0.29251114595681427,0.28827887326478957,0.004232272692024708
boudoir shoot,0.5760468,0.25922070182859897,0.2299674093723297,0.029253292456269266
slip dress,0.57562095,0.47283085542730985,0.27444399446249007,0.19838686096481978
bra and panties,0.57080144,0.7630918741226196,0.26723202094435694,0.4958598531782627
softcore,0.56540084,0.2536460088100284,0.2941965311765671,-0.040550522366538645
spread legs,0.5624715,0.39656847799196837,0.29235958158969877,0.1042088964022696
revealing dress,0.561787,0.5823659978806972,0.2744362697005272,0.30792972818017006
revealing silhouette,0.56162536,0.10570214258041233,0.28790005668997765,-0.18219791410956532
string bikini,0.5582461,0.7178167939186096,0.28824405521154406,0.4295727387070656
fetish wear,0.5551591,0.3387109488248825,0.250897978246212,0.0878129705786705
webcam girl,0.55448306,0.5458223860710859,0.2763849712908268,0.2694374147802591
silky lingerie,0.55434775,0.6724026769399643,0.27227973490953444,0.40012294203042986
cut-out dress,0.5535209,0.27333925154525784,0.3016314901411533,-0.02829223859589547
fishnet stockings,0.53869367,0.292871430516243,0.25788059532642366,0.03499083518981934
fetish outfit,0.53843594,0.5530451402068138,0.25661036670207976,0.296434773504734
see-through lingerie,0.5383777,0.43981295824050903,0.24755377024412156,0.19225918799638747
burlesque dancer,0.52401817,0.5115669433027505,0.30624832957983017,0.20531861372292043
tight lingerie,0.518139,0.5990782827138901,0.2623578503727913,0.3367204323410988
mesh lingerie,0.5166071,0.6086097702383995,0.27898533195257186,0.32962443828582766
see-through outfit,0.5155285,0.3362846881151199,0.24418652355670928,0.09209816455841065
boudoir lighting,0.51194435,0.35164295566501097,0.2587620735168457,0.09288088214816526
sheer,0.5114373,0.24413242833688856,0.25155661404132845,-0.007424185704439879
pole dance,0.50472236,0.45517254574224353,0.3394413635134697,0.11573118222877384
open back dress,0.50117815,0.5262371944263577,0.30918920785188675,0.217047986574471
sheer clothing,0.49509418,0.3637493997812271,0.25459765642881393,0.10915174335241318
tight dress,0.48073345,0.5863193113356828,0.31427753865718844,0.27204177267849444
translucent dress,0.47948316,0.2646394450217485,0.2703188471496105,-0.005679402127861976
sheer dress,0.4713431,0.2057667627930641,0.2373639836907387,-0.03159722089767456
leather lingerie,0.46962875,0.8627369970083236,0.29299834966659544,0.5697386473417282
lace lingerie,0.46163657,0.4661741409450769,0.2710355319082737,0.19513860903680325
mesh dress,0.46115702,0.22620661444962026,0.25661512538790704,-0.03040851093828678
fishnet bodysuit,0.44551528,0.20001005232334138,0.23541191220283508,-0.035401859879493715
transparent outfit,0.44383112,0.5058029153384268,0.2756822109222412,0.23012070441618562
lace bra,0.4380718,0.45585507303476336,0.25952556133270266,0.1963295117020607
transparent bra,0.4313039,0.6157786212861538,0.2786444634199142,0.33713415786623957
transparent pants,0.4290167,0.22825795998796822,0.28853389620780945,-0.060275936219841245
lace outfit,0.42678928,0.2505540984449908,0.29223810955882074,-0.04168401111382991
revealing corset,0.42558706,0.6090564906597138,0.289787183701992,0.3192693069577217
transparent panties,0.41415715,0.4816375643014908,0.2560439258813858,0.225593638420105
